activityId; garminid; Kalorien; Herzfreq. i. D. (bpm); Max. Herzfreq. (bpm); powerData (W/1s - W/5h); FTP; VO2MAX; aerobicTrainingEffect; anaerobicTrainingEffect; grit; flow; trainingsload;
Erforderlich; Erforderlich; Optional; Optional; Optional; Optional; Optional; Optional; Optional; Optional; Optional; Optional; Optional;
1690297548441;10807593721;1466.0;145.0;167.0;202.0,669.0,227.0,669,641,600,514,447,426,374,356,286,251,222,220,207,117,0;0;51.8;4.1;2.4;0.0;0.0;235.75452
1690297563580;10786133051;1259.0;147.0;167.0;216.0,830.0,239.0,830,820,762,630,484,444,360,336,270,265,249,245,231,0,0;239;51.8;4.5;2.6;0.0;0.0;280.34195
1679655816308;10759182603;1923.0;144.0;172.0;201.0,940.0,236.0,940,931,908,865,684,564,409,347,289,267,242,234,228,206,0;0;51.7;5.0;3.3;0.0;0.0;393.69382
1679489432001;10746597806;1162.0;150.0;166.0;222.0,826.0,248.0,826,800,785,662,559,507,367,320,274,257,250,248,230,0,0;237;51.6;4.6;2.6;0.0;0.0;293.36038
1679134629811;10717582337;2990.0;149.0;165.0;203.0,652.0,233.0,652,647,627,584,459,422,351,333,297,258,234,234,214,205,0;234;51.4;5.0;3.0;0.0;0.0;535.1194
1678799583713;10692693705;722.0;138.0;176.0;176.0,1031.0,258.0,1031,1013,984,905,794,701,432,335,260,240,207,198,175,0,0;230;51.3;3.4;3.3;0.0;0.0;232.28581
1678384815931;10659948316;910.0;145.0;164.0;218.0,889.0,244.0,889,878,848,631,524,467,333,300,269,254,246,239,221,0,0;0;51.3;3.9;2.6;0.0;0.0;225.47263
1678121654253;10641829861;885.0;144.0;174.0;201.0,913.0,245.0,913,912,883,716,612,540,368,287,243,229,217,214,206,0,0;0;51.2;3.7;3.1;0.0;0.0;234.93286
1677958956891;10629256148;1553.0;149.0;172.0;210.0,883.0,233.0,883,871,788,657,491,418,358,328,264,253,232,225,220,126,50;235;51.2;4.5;2.7;0.0;0.0;281.45813
1677762829214;10613862932;1175.0;148.0;167.0;209.0,1036.0,235.0,1036,1023,982,823,542,463,344,288,277,273,255,240,223,0,0;237;51.2;4.7;2.8;0.0;0.0;281.32016
1677341766978;10582505616,10582496059;2866.0;129.0;158.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;3.7;0.9;0.0;0.0;259.8861
1677253801145;10575742024,10575738146;2594.0;135.0;159.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;3.9;0.3;0.0;0.0;283.11206
1676981565557;10554089558;1556.0;144.0;159.0;199.0,712.0,222.0,712,653,618,504,389,382,326,281,245,236,231,221,216,0,0;0;51.2;5.0;2.3;0.0;0.0;264.4118
1676629546639;10527757481;1159.0;150.0;166.0;185.0,661.0,212.0,661,661,537,508,443,414,324,271,238,230,228,219,200,0,0;231;51.2;4.9;2.1;0.0;0.0;235.76262
1676486769029;10516278403;1917.0;143.0;165.0;161.0,680.0,195.0,680,663,561,536,473,392,313,284,252,227,213,209,195,171,0;235;51.4;5.0;2.4;0.0;0.0;282.4663
1674050822426;10332739457;750.0;142.0;175.0;218.0,752.0,239.0,752,728,644,576,564,550,426,355,295,251,239,231,0,0,0;242;51.6;3.8;2.0;0.0;0.0;155.58664
1674050825535;10319355537;719.0;149.0;167.0;214.0,341.0,229.0,341,308,293,282,277,273,268,264,261,252,237,230,0,0,0;0;51.7;3.8;0.0;0.0;0.0;143.68887
1673637089296;10300976874;954.0;141.0;175.0;194.0,692.0,225.0,692,661,615,568,493,429,377,324,293,282,267,244,203,0,0;247;51.9;4.2;2.1;0.0;0.0;190.4838
1673445417438;10287502695;710.0;143.0;169.0;211.0,554.0,224.0,554,543,532,476,366,330,295,278,267,249,238,228,0,0,0;243;52.4;3.8;0.8;0.0;0.0;141.37727
1673270955724;10273904777;691.0;134.0;157.0;196.0,420.0,217.0,420,392,364,349,338,332,314,251,231,206,205,200,0,0,0;0;52.0;3.2;0.3;0.0;0.0;90.9129
1672767423528;10236258370;1900.0;145.0;172.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;5.0;2.7;0.0;0.0;315.75708
1672569729472;10221526390;1897.0;143.0;171.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;4.9;2.3;0.0;0.0;246.79343
1671613243060;10161292884;2915.0;147.0;166.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;5.0;1.6;0.0;0.0;388.55475
1670873156599;10124239694;891.0;149.0;176.0;212.0,999.0,234.0,999,965,873,657,440,411,357,325,280,272,270,243,215,0,0;250;52.7;4.7;2.0;0.0;0.0;230.03241
1670413985696;10092841752;817.0;145.0;172.0;201.0,895.0,230.0,895,875,803,509,468,408,326,313,308,291,221,209,198,0,0;254;53.3;3.8;0.9;0.0;0.0;148.58406
1669372595215;10033740994;2109.0;148.0;167.0;206.0,838.0,236.0,838,836,802,700,561,441,355,308,282,268,255,257,241,213,0;256;53.7;5.0;2.7;0.0;0.0;359.22015
1669224697013;10024475724;1432.0;150.0;175.0;229.0,916.0,253.0,916,878,826,759,596,497,382,340,309,293,279,255,245,0,0;258;53.7;5.0;3.0;0.0;0.0;330.57526
1668193114126;9957818055;3015.0;152.0;170.0;182.0,887.0,220.0,887,804,685,558,479,434,333,292,273,265,259,257,231,205,125;249;53.9;5.0;2.7;0.0;0.0;448.28415
1667805856510;9929142267;650.0;85.0;128.0;0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0;0.0;0.5;0.0;0.0;0.0;6.183792
1667484966692;9910260446;1604.0;148.0;172.0;220.0,844.0,246.0,844,828,760,726,588,501,375,319,295,273,264,247,231,0,0;265;54.2;5.0;2.9;0.0;0.0;334.64502
1667149965935;9886448847;615.0;111.0;163.0;130.0,1079.0,211.0,1079,1068,992,869,795,612,413,287,240,191,154,140,119,0,0;0;54.2;2.5;3.1;0.0;0.0;130.46017
1666969645158;9872284191;2454.0;145.0;175.0;183.0,622.0,217.0,622,588,529,501,477,461,435,355,299,275,244,228,208,176,111;0;54.1;5.0;2.8;0.0;0.0;334.79904
1666790293392;9860746472;1568.0;143.0;168.0;209.0,698.0,236.0,698,686,673,657,471,433,354,297,286,272,260,248,242,0,0;261;54.0;5.0;2.5;0.0;0.0;311.4552
1666465233213;9830840289,9830840088,9830840090,9830840092;2041.0;0.0;167.0;0.0,0.0,0.0,780,773,675,551,404,341,314,292,283,276,238,221,162,0,0;0;53.96;3.5;1.6;0.0;0.0;154.10388
1665943184875;9802189230;1412.0;147.0;168.0;212.0,1118.0,240.0,1118,1050,865,821,630,464,371,317,283,254,243,236,222,0,0;254;54.0;4.8;3.2;0.0;0.0;333.65475
